"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CD","CI","CLC","CLLC","CLOC","DLOC","LDC","LLDC","LLOC","LOC","McCC","NII","NL","NLE","NOI","NOS","NUMPAR","TCD","TCLOC","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Compiler","Clone Metric Rules","Complexity Metric Rules","Coupling Metric Rules","Documentation Metric Rules","Size Metric Rules"
"L745","get_ModsDbIni","HedgeModManager.CPKREDIRConfig.ModsDbIni.getstring","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","32","35","32","39","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L585","set_ModsDbIni","HedgeModManager.CPKREDIRConfig.ModsDbIni.setvoid","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","32","40","32","44","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L749","get_EnableSaveFileRedirection","HedgeModManager.CPKREDIRConfig.EnableSaveFileRedirection.getbool","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","35","49","35","53","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L752","set_EnableSaveFileRedirection","HedgeModManager.CPKREDIRConfig.EnableSaveFileRedirection.setvoid","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","35","54","35","58","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L754","get_SaveFileFallback","HedgeModManager.CPKREDIRConfig.SaveFileFallback.getstring","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","38","42","38","46","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L757","set_SaveFileFallback","HedgeModManager.CPKREDIRConfig.SaveFileFallback.setvoid","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","38","47","38","51","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L759","get_SaveFileOverride","HedgeModManager.CPKREDIRConfig.SaveFileOverride.getstring","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","41","42","41","46","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L762","set_SaveFileOverride","HedgeModManager.CPKREDIRConfig.SaveFileOverride.setvoid","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","41","47","41","51","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L764","get_LogType","HedgeModManager.CPKREDIRConfig.LogType.getstring","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","44","33","44","37","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L767","set_LogType","HedgeModManager.CPKREDIRConfig.LogType.setvoid","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","44","38","44","42","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L769","get_EnableFallbackSaveRedirection","HedgeModManager.CPKREDIRConfig.EnableFallbackSaveRedirection.getbool","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","48","53","48","57","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L772","set_EnableFallbackSaveRedirection","HedgeModManager.CPKREDIRConfig.EnableFallbackSaveRedirection.setvoid","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","48","58","48","62","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L774","get_ModProfile","HedgeModManager.CPKREDIRConfig.ModProfile.getstring","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","51","36","51","40","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L570","set_ModProfile","HedgeModManager.CPKREDIRConfig.ModProfile.setvoid","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","51","41","51","45","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L560","get_UseLauncher","HedgeModManager.CPKREDIRConfig.UseLauncher.getbool","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","54","35","54","39","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L780","set_UseLauncher","HedgeModManager.CPKREDIRConfig.UseLauncher.setvoid","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","54","40","54","44","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L782","get_EnableDebugConsole","HedgeModManager.CPKREDIRConfig.EnableDebugConsole.getbool","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","58","13","58","41","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L785","set_EnableDebugConsole","HedgeModManager.CPKREDIRConfig.EnableDebugConsole.setvoid","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","59","13","59","57","0","0","0","0","0","0","0","0","0","0","0","1","1","2","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L787",".ctor","HedgeModManager.CPKREDIRConfig.CPKREDIRConfig(string)void","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","62","9","76","10","0","0","0","0","0","0","0","0","0","0","0","15","15","2","0","0","0","3","5","1","0","0","15","15","5","0","0","0","0","0","0","0","0","0","0","0","0"
"L599","Save","HedgeModManager.CPKREDIRConfig.Save(string)void","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","78","9","84","10","0","0","0","0","0","0","0","0","0","0","0","7","7","1","0","0","0","1","2","1","0","0","7","7","2","0","0","0","0","0","0","0","0","0","0","0","0"
"L806","OnPropertyChanged","HedgeModManager.CPKREDIRConfig.OnPropertyChanged(string)void","L716","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\CPKREDIRConfig.cs","88","9","91","10","0","0","0","0","0","0","0","0","0","0","0","4","4","2","0","0","0","0","1","1","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L820","get_ConfigPath","HedgeModManager.RegistryConfig.ConfigPath.getstring","L818","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\RegistryConfig.cs","11","43","11","47","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L828","get_CodesUseTreeView","HedgeModManager.RegistryConfig.CodesUseTreeView.getbool","L818","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\RegistryConfig.cs","19","47","19","51","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L831","set_CodesUseTreeView","HedgeModManager.RegistryConfig.CodesUseTreeView.setvoid","L818","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\RegistryConfig.cs","19","52","19","56","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L833","get_UpdateCodesOnLaunch","HedgeModManager.RegistryConfig.UpdateCodesOnLaunch.getbool","L818","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\RegistryConfig.cs","20","50","20","54","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L836","set_UpdateCodesOnLaunch","HedgeModManager.RegistryConfig.UpdateCodesOnLaunch.setvoid","L818","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\RegistryConfig.cs","20","55","20","59","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L838","get_CheckManagerUpdates","HedgeModManager.RegistryConfig.CheckManagerUpdates.getbool","L818","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\RegistryConfig.cs","21","50","21","54","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L841","set_CheckManagerUpdates","HedgeModManager.RegistryConfig.CheckManagerUpdates.setvoid","L818","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\RegistryConfig.cs","21","55","21","59","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L843","get_CheckLoaderUpdates","HedgeModManager.RegistryConfig.CheckLoaderUpdates.getbool","L818","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\RegistryConfig.cs","22","49","22","53","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L846","set_CheckLoaderUpdates","HedgeModManager.RegistryConfig.CheckLoaderUpdates.setvoid","L818","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\RegistryConfig.cs","22","54","22","58","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L848","get_CheckModUpdates","HedgeModManager.RegistryConfig.CheckModUpdates.getbool","L818","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\RegistryConfig.cs","23","46","23","50","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L851","set_CheckModUpdates","HedgeModManager.RegistryConfig.CheckModUpdates.setvoid","L818","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\RegistryConfig.cs","23","51","23","55","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L853","get_KeepOpen","HedgeModManager.RegistryConfig.KeepOpen.getbool","L818","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\RegistryConfig.cs","24","39","24","43","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L856","set_KeepOpen","HedgeModManager.RegistryConfig.KeepOpen.setvoid","L818","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\RegistryConfig.cs","24","44","24","48","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L858",".cctor","HedgeModManager.RegistryConfig.RegistryConfig()void","L818","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\RegistryConfig.cs","26","9","29","10","0","0","0","0","0","0","0","0","0","0","0","4","4","1","0","0","0","1","1","0","0","0","4","4","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L861","Save","HedgeModManager.RegistryConfig.Save()void","L818","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\RegistryConfig.cs","31","9","47","10","0","0","0","0","0","0","0","0","0","0","0","17","17","7","0","0","0","7","14","0","0","0","17","17","14","0","0","0","0","0","0","0","0","0","0","0","0"
"L859","Load","HedgeModManager.RegistryConfig.Load()void","L818","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Config\RegistryConfig.cs","49","9","76","10","0","0","0","0","0","0","0","1","0","0","0","25","28","5","0","0","0","13","20","0","0","1","25","28","20","0","0","1","0","0","0","0","0","0","1","0","0"
"L1554",".cctor","HedgeModManager.CryptoProvider.CryptoProvider()void","L498","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\CryptoProvider.cs","20","9","27","10","0","0","0","0","0","0","0","0","0","0","0","8","8","1","0","0","0","0","1","0","0","0","8","8","1","0","0","0","0","0","0","0","0","0","0","0","0"
"L1566","ImportParameters","HedgeModManager.CryptoProvider.ImportParameters(System.Security.Cryptography.RSAParameters)void","L498","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\CryptoProvider.cs","29","9","30","59","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","0","0","1","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1568","Encrypt","HedgeModManager.CryptoProvider.Encrypt(byte[])byte[]","L498","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\CryptoProvider.cs","32","9","40","10","0","0","0","0","0","0","0","0","0","0","0","9","9","1","0","0","0","1","4","1","0","0","9","9","4","0","0","0","0","0","0","0","0","0","0","0","0"
"L512","Encrypt","HedgeModManager.CryptoProvider.Encrypt(System.IO.Stream, System.IO.Stream)void","L498","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\CryptoProvider.cs","42","9","64","10","0","0","0","0","0","0","0","0","0","0","0","20","23","1","0","0","0","0","13","2","0","0","20","23","13","0","0","0","0","0","0","0","0","0","0","0","0"
"L1627","Decrypt","HedgeModManager.CryptoProvider.Decrypt(byte[])byte[]","L498","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\CryptoProvider.cs","66","9","74","10","0","0","0","0","0","0","0","0","0","0","0","9","9","1","0","0","0","1","4","1","0","0","9","9","4","0","0","0","0","0","0","0","0","0","0","0","0"
"L501","Decrypt","HedgeModManager.CryptoProvider.Decrypt(System.IO.Stream, System.IO.Stream)void","L498","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\CryptoProvider.cs","76","9","93","10","0","0","0","0","0","0","0","0","0","0","0","16","18","1","0","0","0","0","9","2","0","0","16","18","9","0","0","0","0","0","0","0","0","0","0","0","0"
"L1672","CheckIfInstalled","HedgeModManager.DependsHandler.CheckIfInstalled(HedgeModManager.DependTypes)bool","L1671","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\DependsHandler.cs","24","9","34","10","0","0","0","0","0","0","0","0","0","0","0","11","11","3","0","0","0","1","4","1","0","0","11","11","4","0","0","0","0","0","0","0","0","0","0","0","0"
"L1678","AskToInstallRuntime","HedgeModManager.DependsHandler.AskToInstallRuntime(string, HedgeModManager.DependTypes)bool","L1671","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\DependsHandler.cs","36","9","96","10","0","0","0","0","0","0","0","1","0","0","0","55","34","5","0","0","0","4","18","2","0","1","55","61","18","0","0","0","0","0","1","0","0","0","0","0","0"
"L1675","CheckVCRuntime","HedgeModManager.DependsHandler.CheckVCRuntime(string)bool","L1671","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\DependsHandler.cs","98","9","112","10","0","0","0","0","0","0","0","1","0","0","0","13","15","6","0","0","0","0","8","1","0","1","13","15","8","0","0","0","0","0","0","0","0","0","0","0","0"
"L1752","get_Instance","HedgeModManager.DummyLogger.Instance.getHedgeModManager.DummyLogger","L1748","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\DummyLogger.cs","11","46","11","50","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1757","Write","HedgeModManager.DummyLogger.Write(string)void","L1748","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\DummyLogger.cs","13","9","16","10","0","0","0","0","0","0","0","0","0","0","0","3","4","1","0","0","0","0","0","1","0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1759","WriteLine","HedgeModManager.DummyLogger.WriteLine(string)void","L1748","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\DummyLogger.cs","18","9","21","10","0","0","0","0","0","0","0","0","0","0","0","3","4","1","0","0","0","0","0","1","0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1825","SearchForGames","HedgeModManager.Epic.SearchForGames()System.Collections.Generic.List<HedgeModManager.GameInstall>","L1761","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Epic.cs","39","9","45","10","0","0","0","0","0","0","0","0","0","0","0","7","7","3","0","0","0","2","4","0","0","0","7","7","4","0","0","0","0","0","0","0","0","0","0","0","0"
"L1840","SearchForGamesHeroic","HedgeModManager.Epic.SearchForGamesHeroic()System.Collections.Generic.List<HedgeModManager.GameInstall>","L1761","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Epic.cs","47","9","104","10","0","0","0","0","0","0","0","3","0","0","0","43","58","15","0","0","0","4","28","0","0","3","43","58","28","0","0","1","0","0","1","0","0","1","0","0","0"
"L1832","SearchForGamesEGS","HedgeModManager.Epic.SearchForGamesEGS()System.Collections.Generic.List<HedgeModManager.GameInstall>","L1761","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Epic.cs","106","9","149","10","0","0","0","0","0","0","0","0","0","0","0","32","44","11","0","0","0","4","21","0","0","0","32","44","21","0","6","1","2","0","1","8","0","1","0","0","0"
"L1988","GetActiveWindow","HedgeModManager.FolderBrowserDialog.GetActiveWindow()System.IntPtr","L1987","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\FolderBrowserDialog.cs","12","9","13","58","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1995","get_Title","HedgeModManager.FolderBrowserDialog.Title.getstring","L1987","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\FolderBrowserDialog.cs","15","31","15","35","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L1998","set_Title","HedgeModManager.FolderBrowserDialog.Title.setvoid","L1987","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\FolderBrowserDialog.cs","15","36","15","40","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2000","get_SelectedFolder","HedgeModManager.FolderBrowserDialog.SelectedFolder.getstring","L1987","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\FolderBrowserDialog.cs","17","40","17","44","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2003","set_SelectedFolder","HedgeModManager.FolderBrowserDialog.SelectedFolder.setvoid","L1987","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\FolderBrowserDialog.cs","17","45","17","57","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2005","ShowDialog","HedgeModManager.FolderBrowserDialog.ShowDialog()bool","L1987","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\FolderBrowserDialog.cs","19","9","33","10","0","0","0","0","0","0","0","0","0","0","0","15","15","2","0","0","0","8","10","0","0","0","15","15","10","0","0","0","0","0","1","0","0","0","0","0","0"
"L1886","GetSupportedGames","HedgeModManager.Games.GetSupportedGames()System.Collections.Generic.IEnumerable<HedgeModManager.Game>","L1883","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Game.cs","151","9","161","10","0","0","0","0","0","0","0","0","0","0","0","11","11","1","0","0","0","0","8","0","0","0","11","11","8","0","0","0","0","0","0","0","0","0","0","0","0"
"L2086",".cctor","HedgeModManager.EmbeddedLoaders.EmbeddedLoaders()void","L2081","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Game.cs","171","9","192","10","0","0","0","0","0","0","0","0","0","0","0","21","14","1","0","0","0","2","11","0","0","0","21","22","11","0","0","0","0","0","0","0","0","0","0","0","0"
"L2132","ToString","HedgeModManager.Game.ToString()string","L2059","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Game.cs","212","9","212","84","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L2136","get_GameName","HedgeModManager.GameInstall.GameName.getstring","L522","L103","D:\DataCollection\repos\thesupersonic16_HedgeModManager\HedgeModManager\Game.cs","222","34","222","171","0","0","0","0","0","0","0","0","0","0","0","1","1","4","0","0","0","2","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
