"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CD","CI","CLC","CLLC","CLOC","DLOC","LDC","LLDC","LLOC","LOC","McCC","NII","NL","NLE","NOI","NOS","NUMPAR","TCD","TCLOC","TLLOC","TLOC","TNOS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Anti Pattern","Compiler","Clone Metric Rules","Complexity Metric Rules","Coupling Metric Rules","Documentation Metric Rules","Size Metric Rules"
"L756","set_Candy","PokeApi.Model.Pokemon.Candy.setvoid","L133","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","41","32","41","36","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L803","get_CandyCount","PokeApi.Model.Pokemon.CandyCount.getint","L133","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","42","29","42","33","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L758","set_CandyCount","PokeApi.Model.Pokemon.CandyCount.setvoid","L133","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","42","34","42","38","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L807","get_Egg","PokeApi.Model.Pokemon.Egg.getstring","L133","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","43","25","43","29","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L760","set_Egg","PokeApi.Model.Pokemon.Egg.setvoid","L133","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","43","30","43","34","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L811","get_SpawnChance","PokeApi.Model.Pokemon.SpawnChance.getdouble","L133","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","44","33","44","37","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L762","set_SpawnChance","PokeApi.Model.Pokemon.SpawnChance.setvoid","L133","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","44","38","44","42","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L815","get_AvgSpawns","PokeApi.Model.Pokemon.AvgSpawns.getdouble","L133","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","45","31","45","35","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L764","set_AvgSpawns","PokeApi.Model.Pokemon.AvgSpawns.setvoid","L133","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","45","36","45","40","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L819","get_SpawnTime","PokeApi.Model.Pokemon.SpawnTime.getstring","L133","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","46","31","46","35","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L766","set_SpawnTime","PokeApi.Model.Pokemon.SpawnTime.setvoid","L133","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","46","36","46","40","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L823","get_Weaknesses","PokeApi.Model.Pokemon.Weaknesses.getSystem.Collections.Generic.IList<PokeApi.Model.PokemonWeakness>","L133","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","47","48","47","52","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L709","set_Weaknesses","PokeApi.Model.Pokemon.Weaknesses.setvoid","L133","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","47","53","47","57","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L830","get_NextEvolution","PokeApi.Model.Pokemon.NextEvolution.getSystem.Collections.Generic.IList<PokeApi.Model.PokemonNextEvolution>","L133","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","48","56","48","60","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L717","set_NextEvolution","PokeApi.Model.Pokemon.NextEvolution.setvoid","L133","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","48","61","48","65","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L837","get_PrevEvolution","PokeApi.Model.Pokemon.PrevEvolution.getSystem.Collections.Generic.IList<PokeApi.Model.PokemonPrevEvolution>","L133","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","49","56","49","60","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L725","set_PrevEvolution","PokeApi.Model.Pokemon.PrevEvolution.setvoid","L133","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","49","61","49","65","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L845","get_Number","PokeApi.Model.Evolution.Number.getint","L844","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","54","25","54","29","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L848","set_Number","PokeApi.Model.Evolution.Number.setvoid","L844","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","54","30","54","34","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L850","get_Name","PokeApi.Model.Evolution.Name.getstring","L844","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","55","26","55","30","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L853","set_Name","PokeApi.Model.Evolution.Name.setvoid","L844","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","55","31","55","35","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L855",".ctor","PokeApi.Model.PokemonSerialize.PokemonSerialize()void","L205","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","60","5","62","6","0","0","0","0","0","0","0","0","0","0","0","3","3","1","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L218",".ctor","PokeApi.Model.PokemonSerialize.PokemonSerialize(PokeApi.Model.Pokemon)void","L205","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","64","5","90","6","0","0","0","0","0","0","0","0","0","0","0","27","27","1","0","0","0","31","16","1","0","0","27","27","16","0","0","1","0","0","0","0","0","0","1","0","0"
"L956","get_Id","PokeApi.Model.PokemonSerialize.Id.getint","L205","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","93","21","93","25","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L857","set_Id","PokeApi.Model.PokemonSerialize.Id.setvoid","L205","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","93","26","93","30","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L413","get_Number","PokeApi.Model.PokemonSerialize.Number.getint","L205","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","94","25","94","29","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L860","set_Number","PokeApi.Model.PokemonSerialize.Number.setvoid","L205","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","94","30","94","34","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L415","get_Name","PokeApi.Model.PokemonSerialize.Name.getstring","L205","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","95","26","95","30","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L862","set_Name","PokeApi.Model.PokemonSerialize.Name.setvoid","L205","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","95","31","95","35","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L417","get_Image","PokeApi.Model.PokemonSerialize.Image.getstring","L205","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","96","27","96","31","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L864","set_Image","PokeApi.Model.PokemonSerialize.Image.setvoid","L205","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","96","32","96","36","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L969","get_Type","PokeApi.Model.PokemonSerialize.Type.getSystem.Collections.Generic.IList<string>","L205","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","97","33","97","37","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L890","set_Type","PokeApi.Model.PokemonSerialize.Type.setvoid","L205","L103","D:\DataCollection\repos\figormartins_pokemon\PokeApi\Model\Pokemon.cs","97","38","97","42","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
